Dataset,type,Authors,Publication year,Title,Journal/Book title/ Report type,Vol(issue)/Report no,pagination,doi no/ISBN no/Ref.,URL,,,catalogue link
aaoe,article,"Gregory, Gerald L.; Hypes, Warren D.; Warren, Linda S.; Tuck, Adrian F.; Kelly, Kenneth K.; Krueger, Arlin J.",1989,Tropospheric Ozone in the Vicinity of the Ozone Hole: 1987 Airborne Antarctic Ozone Experiment,J. Geophys. Res.,94 (D14),16537–16545,10.1029/JD094iD14p16537,http://dx.doi.org/10.1029/JD094iD14p16537,,,https://catalogue.ceda.ac.uk/uuid/3e0a5f6f470c2b6b436e59a6a7fb8f7d 
aaoe,article,"Hartmann, D. L.; Chan, K. R.; Gary, B. L.; Schoeberl, M. R.; Newman, P. A.; Martin, R. L.; Loewenstein, M.; Podolske, J. R.; Strahan, S. E.",1989,Potential Vorticity and Mixing in the South Polar Vortex During Spring,J. Geophys. Res.,94(D9),11625–11640,10.1029/JD094iD09p11625,http://dx.doi.org/10.1029/JD094iD09p11625,,,https://catalogue.ceda.ac.uk/uuid/3e0a5f6f470c2b6b436e59a6a7fb8f7d 
aaoe,article,"Hartmann, D. L.; Heidt, L. E.; Loewenstein, M.; Podolske, J. R.; Vedder, J.; Starr, W. L.; Strahan, S. E.",1989,Transport Into the South Polar Vortex in Early Spring,J. Geophys. Res.,94 (D14),16779–16795,10.1029/JD094iD14p16779,http://dx.doi.org/10.1029/JD094iD14p16779,,,https://catalogue.ceda.ac.uk/uuid/3e0a5f6f470c2b6b436e59a6a7fb8f7d 
aaoe,article,"Heidt, L. E.; Vedder, J. F.; Pollock, W. H.; Lueb, R. A.; Henry, B. E.",1989,Trace Gases in the Antarctic Atmosphere,J. Geophys. Res.,94(D9),11599–11611,10.1029/JD094iD09p11599,http://dx.doi.org/10.1029/JD094iD09p11599,,,https://catalogue.ceda.ac.uk/uuid/3e0a5f6f470c2b6b436e59a6a7fb8f7d 
aaoe,article,"Hofmann, D. J.; Harder, J. W.; Rosen, J. M.; Hereford, J. V.; Carpenter, J. R.",1989,"Ozone Profile Measurements at McMurdo Station, Antarctica, During the Spring of 1987",J. Geophys. Res.,94 (D14),16527–16536,10.1029/JD094iD14p16527,http://dx.doi.org/10.1029/JD094iD14p16527,,,https://catalogue.ceda.ac.uk/uuid/3e0a5f6f470c2b6b436e59a6a7fb8f7d 
aaoe,article,"Hofmann, D. J.; Rosen, J. M.; Harder, J. W.; Hereford, J. V.",1989,"Balloon-Borne Measurements of Aerosol, Condensation Nuclei, and Cloud Particles in the Stratosphere at McMurdo Station, Antarctica, During the Spring of 1987",J. Geophys. Res.,94(D9),11253–11269,10.1029/JD094iD09p11253,http://dx.doi.org/10.1029/JD094iD09p11253,,,https://catalogue.ceda.ac.uk/uuid/3e0a5f6f470c2b6b436e59a6a7fb8f7d 
aaoe,article,"Jaramillo, M.; de Zafra, R. L.; Barrett, J.; Emmons, L. K.; Solomon, P. M.; Parrish, A.",1989,"Measurements of Stratospheric Hydrogen Cyanide at McMurdo Station, Antarctica: Further Evidence of Winter Stratospheric Subsidence?",J. Geophys. Res.,94 (D14),16773–16777,10.1029/JD094iD14p16773,http://dx.doi.org/10.1029/JD094iD14p16773,,,https://catalogue.ceda.ac.uk/uuid/3e0a5f6f470c2b6b436e59a6a7fb8f7d 
aaoe,article,"Jones, R. L.; Austin, J.; McKenna, D. S.; Anderson, J. G.; Fahey, D. W.; Farmer, C. B.; Heidt, L. E.; Kelly, K. K.; Murphy, D. M.; Proffitt, M. H.; Tuck, A. F.; Vedder, J. F.",1989,Lagrangian Photochemical Modeling Studies of the 1987 Antarctic Spring Vortex 1. Comparison With AAOE Observations,J. Geophys. Res.,94(D9),11529–11558,10.1029/JD094iD09p11529,http://dx.doi.org/10.1029/JD094iD09p11529,,,https://catalogue.ceda.ac.uk/uuid/3e0a5f6f470c2b6b436e59a6a7fb8f7d 
aaoe,article,"Kelly, K. K.; Tuck, A. F.; Murphy, D. M.; Proffitt, M. H.; Fahey, D. W.; Jones, R. L.; McKenna, D. S.; Loewenstein, M.; Podolske, J. R.; Strahan, S. E.; Ferry, G. V.; Chan, K. R.; Vedder, J. F.; Gregory, G. L.; Hypes, W. D.; McCormick, M. P.; Browell, E. V.; Heidt, L. E.",1989,"Dehydration In The Lower Antarctic Stratosphere During Late Winter And Early Spring, 1987",J. Geophys. Res.,94(D9),11317–11357,10.1029/JD094iD09p11317,http://dx.doi.org/10.1029/JD094iD09p11317,,,https://catalogue.ceda.ac.uk/uuid/3e0a5f6f470c2b6b436e59a6a7fb8f7d 
aaoe,article,"Kelly, K. K.; Tuck, A. F.; Murphy, D. M.; Proffitt, M. H.; Fahey, D. W.; Jones, R. L.; McKenna, D. S.; Loewenstein, M.; Podolske, J. R.; Strahan, S. E.; Ferry, G. V.; Chan, K. R.; Vedder, J. F.; Gregory, G. L.; Hypes, W. D.; McCormick, M. P.; Browell, E. V.; Heidt, L. E.",1989,"Correction to “Dehydration in the Lower Antarctic Stratosphere During Late Winter and Early Spring, 1987” by K. K. Kelly et al.",J. Geophys. Res.,94 (D14),16857–16857,10.1029/JD094iD14p16857,http://dx.doi.org/10.1029/JD094iD14p16857,,,https://catalogue.ceda.ac.uk/uuid/3e0a5f6f470c2b6b436e59a6a7fb8f7d 
aaoe,article,"Kinne, S.; Toon, O. B.; Toon, G. C.; Farmer, C. B.; Browell, E. V.; McCormick, M. P.",1989,Measurements of Size and Composition of Particles in Polar Stratospheric Clouds From Infrared Solar Absorption Spectra,J. Geophys. Res.,94 (D14),16481–16491,10.1029/JD094iD14p16481,http://dx.doi.org/10.1029/JD094iD14p16481,,,https://catalogue.ceda.ac.uk/uuid/3e0a5f6f470c2b6b436e59a6a7fb8f7d 
aaoe,article,"Ko, M. K. W.; Rodriguez, J. M.; Sze, N. D.; Proffitt, M. H.; Starr, W. L.; Krueger, A.; Browell, E. V.; McCormick, M. P.",1989,Implications of AAOE Observations for Proposed Chemical Explanations of the Seasonal and Interannual Behavior of Antarctic Ozone,J. Geophys. Res.,94 (D14),16705–16715,10.1029/JD094iD14p16705,http://dx.doi.org/10.1029/JD094iD14p16705,,,https://catalogue.ceda.ac.uk/uuid/3e0a5f6f470c2b6b436e59a6a7fb8f7d 
aaoe,article,"Komhyr, W. D.; Grass, R. D.; Reitelbach, P. J.; Kuester, S. E.; Franchois, P. R.; Fanning, M. L.",1989,"Total Ozone, Ozone Vertical Distributions, and Stratospheric Temperatures at South Pole, Antarctica, in 1986 and 1987",J. Geophys. Res.,94(D9),11429–11436,10.1029/JD094iD09p11429,http://dx.doi.org/10.1029/JD094iD09p11429,,,https://catalogue.ceda.ac.uk/uuid/3e0a5f6f470c2b6b436e59a6a7fb8f7d 
aaoe,techreport,"Krueger, A.J., P. Ardanuy, F. Sechrist, L. Penn, D. Larko, S. Doiron, R. Galimore",1988,The 1987 Airborne Antarctic Ozone Experiment--The Nimbus-7 TOMS Data Atlas.,NASA Reference Publication,1201,246pp,,http://ntrs.nasa.gov/archive/nasa/casi.ntrs.nasa.gov/19880011330_1988011330.pdf,,,https://catalogue.ceda.ac.uk/uuid/3e0a5f6f470c2b6b436e59a6a7fb8f7d 
aaoe,article,"Lait, Leslie R.; Schoeberl, Mark R.; Newman, Paul A.",1989,Quasi-Biennial Modulation of the Antarctic Ozone Depletion,J. Geophys. Res.,94(D9),11559–11571,10.1029/JD094iD09p11559,http://dx.doi.org/10.1029/JD094iD09p11559,,,https://catalogue.ceda.ac.uk/uuid/3e0a5f6f470c2b6b436e59a6a7fb8f7d 
aaoe,misc,"lambeck, K.",,"Airborne Antarctic Ozone Experiment, 1987.",,"NASA Ames Research Center, Moffet Field, CA, USA",,,,,,https://catalogue.ceda.ac.uk/uuid/3e0a5f6f470c2b6b436e59a6a7fb8f7d 
aaoe,article,"Loewenstein, M.; Podolske, J. R.; Chan, K. R.; Strahan, S. E.",1989,Nitrous Oxide as a Dynamical Tracer in the 1987 Airborne Antarctic Ozone Experiment,J. Geophys. Res.,94(D9),11589–11598,10.1029/JD094iD09p11589,http://dx.doi.org/10.1029/JD094iD09p11589,,,https://catalogue.ceda.ac.uk/uuid/3e0a5f6f470c2b6b436e59a6a7fb8f7d 
aaoe,article,"Mankin, William G.; Coffey, M. T.",1989,Airborne Measurements of Stratospheric Constituents Over Antarctica in the Austral Spring 1987 1. Method and Ozone Observations,J. Geophys. Res.,94(D9),11413–11421,10.1029/JD094iD09p11413,http://dx.doi.org/10.1029/JD094iD09p11413,,,https://catalogue.ceda.ac.uk/uuid/3e0a5f6f470c2b6b436e59a6a7fb8f7d 
aaoe,article,"Margitan, J. J.; Brothers, G. A.; Browell, E. V.; Cariolle, D.; Coffey, M. T.; Farman, J. C.; Farmer, C. B.; Gregory, G. L.; Harder, J. W.; Hofmann, D. J.; Hypes, W.; Ismail, S.; Jakoubek, R. O.; Komhyr, W.; Kooi, S.; Krueger, A. J.; Larsen, J. C.; Mankin, W.; McCormick, M. P.; Mount, G. H.; Proffitt, M. H.; Ravishankara, A. R.; Schmeltekopf, A. L.; Starr, W. L.; Toon, G. C.; Torres, A.; Tuck, A. F.; Wahner, A.; Watterson, I.",1989,Intercomparison of Ozone Measurements Over Antarctica,J. Geophys. Res.,94 (D14),16557–16569,10.1029/JD094iD14p16557,http://dx.doi.org/10.1029/JD094iD14p16557,,,https://catalogue.ceda.ac.uk/uuid/3e0a5f6f470c2b6b436e59a6a7fb8f7d 
aaoe,article,"McCormick, M. P.; Trepte, C. R.; Pitts, M. C.",1989,Persistence of Polar Stratospheric Clouds in the Southern Polar Region,J. Geophys. Res.,94(D9),11241–11251,10.1029/JD094iD09p11241,http://dx.doi.org/10.1029/JD094iD09p11241,,,https://catalogue.ceda.ac.uk/uuid/3e0a5f6f470c2b6b436e59a6a7fb8f7d 
aaoe,article,"McKenna, D. S.; Jones, R. L.; Austin, J.; Browell, E. V.; McCormick, M. P.; Krueger, A. J.; Tuck, A. F.",1989,Diagnostic Studies of the Antartctic Vortex During the 1987 Airborne Antarctic Ozone Experiment: Ozone Miniholes,J. Geophys. Res.,94(D9),11641–11668,10.1029/JD094iD09p11641,http://dx.doi.org/10.1029/JD094iD09p11641,,,https://catalogue.ceda.ac.uk/uuid/3e0a5f6f470c2b6b436e59a6a7fb8f7d 
aaoe,article,"McKenna, D. S.; Jones, R. L.; Buckland, A. T.; Austin, J.; Tuck, A. F.; Wlnkler, R. H.; Chan, K. R.",1989,The Southern Hemisphere Lower Stratosphere During August and September 1987: Analyses Based on the United Kingdom Meteorological Office Global Model,J. Geophys. Res.,94 (D14),16847–16854,10.1029/JD094iD14p16847,http://dx.doi.org/10.1029/JD094iD14p16847,,,https://catalogue.ceda.ac.uk/uuid/3e0a5f6f470c2b6b436e59a6a7fb8f7d 
aaoe,article,"Murcray, Frank J.; Goldman, Aaron; Blatherwick, Ronald; Matthews, Andrew; Jones, Nicholas",1989,HNO3 AND HCl AMOUNTS OVER MCMURDO DURING THE SPRING OF 1987,J. Geophys. Res.,94 (D14),16615–16618,10.1029/JD094iD14p16615,http://dx.doi.org/10.1029/JD094iD14p16615,,,https://catalogue.ceda.ac.uk/uuid/3e0a5f6f470c2b6b436e59a6a7fb8f7d 
aaoe,article,"Murphy, D. M.; Tuck, A. F.; Kelly, K. K.; Chan, K. R.; Loewenstein, M.; Podolske, J. R.; Proffitt, M. H.; Strahan, S. E.",1989,Indicators of Transport and Vertical Motion from Correlations Between in Situ Measurements in the Airborne Antarctic Ozone Experiment,J. Geophys. Res.,94(D9),11669–11685,10.1029/JD094iD09p11669,http://dx.doi.org/10.1029/JD094iD09p11669,,,https://catalogue.ceda.ac.uk/uuid/3e0a5f6f470c2b6b436e59a6a7fb8f7d 
aaoe,article,"Murphy, Daniel M.",1989,Time Offsets and Power Spectra of the ER-2 Data Set From the 1987 Airborne Antarctic Ozone Experiment,J. Geophys. Res.,94 (D14),16737–16748,10.1029/JD094iD14p16737,http://dx.doi.org/10.1029/JD094iD14p16737,,,https://catalogue.ceda.ac.uk/uuid/3e0a5f6f470c2b6b436e59a6a7fb8f7d 
aaoe,article,"Podolske, J. R.; Loewenstein, M.; Strahan, S. E.; Chan, K. R.",1989,Stratospheric Nitrous Oxide Distribution in the Southern Hemisphere,J. Geophys. Res.,94 (D14),16767–16772,10.1029/JD094iD14p16767,http://dx.doi.org/10.1029/JD094iD14p16767,,,https://catalogue.ceda.ac.uk/uuid/3e0a5f6f470c2b6b436e59a6a7fb8f7d 
aaoe,article,"Proffitt, M. H.; Kelly, K. K.; Powell, J. A.; Gary, B. L.; Loewenstein, M.; Podolske, J. R.; Strahan, S. E.; Chan, K. R.",1989,Evidence for Diabatic Cooling and Poleward Transport Within and Around the 1987 Antarctic Ozone Hole,J. Geophys. Res.,94 (D14),16797–16813,10.1029/JD094iD14p16797,http://dx.doi.org/10.1029/JD094iD14p16797,,,https://catalogue.ceda.ac.uk/uuid/3e0a5f6f470c2b6b436e59a6a7fb8f7d 
aaoe,article,"Proffitt, M. H.; Powell, J. A.; Tuck, A. F.; Fahey, D. W.; Kelly, K. K.; Krueger, A. J.; Schoeberl, M. R.; Gary, B. L.; Margitan, J. J.; Chan, K. R.; Loewenstein, M.; Podolske, J. R.",1989,A Chemical Definition of the Boundary of the Antarctic Ozone Hole,J. Geophys. Res.,94(D9),11437–11448,10.1029/JD094iD09p11437,http://dx.doi.org/10.1029/JD094iD09p11437,,,https://catalogue.ceda.ac.uk/uuid/3e0a5f6f470c2b6b436e59a6a7fb8f7d 
aaoe,article,"Proffitt, M. H.; Steinkamp, M. J.; Powell, J. A.; McLaughlin, R. J.; Mills, O. A.; Schmeltekopf, A. L.; Thompson, T. L.; Tuck, A. F.; Tyler, T.; Winkler, R. H.; Chan, K. R.",1989,In Situ Ozone Measurements Within the 1987 Antarctic Ozone Hole From a High-Altitude ER-2 Aircraft,J. Geophys. Res.,94 (D14),16547–16555,10.1029/JD094iD14p16547,http://dx.doi.org/10.1029/JD094iD14p16547,,,https://catalogue.ceda.ac.uk/uuid/3e0a5f6f470c2b6b436e59a6a7fb8f7d 
aaoe,article,"Pueschel, R. F.; Snetsinger, K. G.; Goodman, J. K.; Toon, O. B.; Ferry, G. V.; Oberbeck, V. R.; Livingston, J. M.; Verma, S.; Fong, W.; Starr, W. L.; Chan, K. R.",1989,"Condensed Nitrate, Sulfate, and Chloride in Antarctic Stratospheric Aerosols",J. Geophys. Res.,94(D9),11271–11284,10.1029/JD094iD09p11271,http://dx.doi.org/10.1029/JD094iD09p11271,,,https://catalogue.ceda.ac.uk/uuid/3e0a5f6f470c2b6b436e59a6a7fb8f7d 
aaoe,article,"Rodriguez, J. M.; Ko, M. K. W.; Sze, N. D.; Pierce, S. D.; Anderson, J. G.; Fahey, D. W.; Kelly, K.; Farmer, C. B.; Toon, G. C.; Coffey, M. T.; Heidt, L. E.; Mankin, W. G.; Chan, K. R.; Starr, W. L.; Vedder, J. F.; McCormick, M. P.",1989,Nitrogen and Chlorine Species in the Spring Antarctic Stratosphere: Comparison of Models With Airborne Antarctic Ozone Experiment Observations,J. Geophys. Res.,94 (D14),16683–16703,10.1029/JD094iD14p16683,http://dx.doi.org/10.1029/JD094iD14p16683,,,https://catalogue.ceda.ac.uk/uuid/3e0a5f6f470c2b6b436e59a6a7fb8f7d 
aaoe,article,"Sanders, R. W.; Solomon, S.; Carroll, M. A.; Schmeltekopf, A. L.",1989,"Visible and Near-Ultraviolet Spectroscopy at McMurdo Station, Antarctica 4. Overview and Daily Measurements of NO2, O3 and OClO During 1987",J. Geophys. Res.,94(D9),11381–11391,10.1029/JD094iD09p11381,http://dx.doi.org/10.1029/JD094iD09p11381,,,https://catalogue.ceda.ac.uk/uuid/3e0a5f6f470c2b6b436e59a6a7fb8f7d 
aaoe,article,"Schoeberl, Mark R.; Lait, Leslie R.; Newman, Paul A.; Martin, Russell L.; Proffitt, Michael H.; Hartmann, Dennis L.; Loewenstein, Max; Podolske, James; Strahan, Susan E.; Anderson, James; Chan, K. Roland; Gary, Bruce",1989,Reconstruction of the Constituent Distribution and Trends in the Antarctic Polar Vortex From ER-2 Flight Observations,J. Geophys. Res.,94 (D14),16815–16845,10.1029/JD094iD14p16815,http://dx.doi.org/10.1029/JD094iD14p16815,,,https://catalogue.ceda.ac.uk/uuid/3e0a5f6f470c2b6b436e59a6a7fb8f7d 
aaoe,article,"Solomon, S.; Sanders, R. W.; Carroll, M. A.; Schmeltekopf, A. L.",1989,"Visible and Near-Ultraviolet Spectroscopy at McMurdo Station, Antarctica 5. Observations of the Diurnal Variations of BrO and OClO",J. Geophys. Res.,94(D9),11393–11403,10.1029/JD094iD09p11393,http://dx.doi.org/10.1029/JD094iD09p11393,,,https://catalogue.ceda.ac.uk/uuid/3e0a5f6f470c2b6b436e59a6a7fb8f7d 
aaoe,article,"Starr, Walter L.; Vedder, James F.",1989,Measurements of Ozone in the Antarctic Atmosphere During August and September 1987,J. Geophys. Res.,94(D9),11449–11463,10.1029/JD094iD09p11449,http://dx.doi.org/10.1029/JD094iD09p11449,,,https://catalogue.ceda.ac.uk/uuid/3e0a5f6f470c2b6b436e59a6a7fb8f7d 
aaoe,article,"Strahan, S. E.; Loewenstein, M.; Podolske, J. R.; Starr, W. L.; Chan, K. R.; Proffitt, M. H.; Kelly, K. K.",1989,Correlation of N2O and Ozone in the Southern Polar Vortex During the Airborne Antarctic Ozone Experiment,J. Geophys. Res.,94 (D14),16749–16756,10.1029/JD094iD14p16749,http://dx.doi.org/10.1029/JD094iD14p16749,,,https://catalogue.ceda.ac.uk/uuid/3e0a5f6f470c2b6b436e59a6a7fb8f7d 
aaoe,article,"Sze, N. D.; Ko, M. K. W.; Weisenstein, D. K.; Rodriguez, J. M.; Stolarski, R. S.; Schoeberl, M. R.",1989,Antarctic Ozone Hole: Possible Implications for Ozone Trends in the Southern Hemisphere,J. Geophys. Res.,94(D9),11521–11528,10.1029/JD094iD09p11521,http://dx.doi.org/10.1029/JD094iD09p11521,,,https://catalogue.ceda.ac.uk/uuid/3e0a5f6f470c2b6b436e59a6a7fb8f7d 
aaoe,article,"Toon, G. C.; Farmer, C. B.; Lowes, L. L.; Schaper, P. W.; Blavier, J.-F.; Norton, R. H.",1989,Infrared Aircraft Measurements of Stratospheric Composition Over Antarctica During September 1987,J. Geophys. Res.,94 (D14),16571–16596,10.1029/JD094iD14p16571,http://dx.doi.org/10.1029/JD094iD14p16571,,,https://catalogue.ceda.ac.uk/uuid/3e0a5f6f470c2b6b436e59a6a7fb8f7d 
aaoe,article,"Toon, G. C.; Farmer, C. B.; Schaper, P. W.; Blavier, J.-F.; Lowes, L. L.",1989,Ground-Based Infrared Measurements of Tropospheric Source Gases Over Antarctica During the 1986 Austral Spring,J. Geophys. Res.,94(D9),11613–11624,10.1029/JD094iD09p11613,http://dx.doi.org/10.1029/JD094iD09p11613,,,https://catalogue.ceda.ac.uk/uuid/3e0a5f6f470c2b6b436e59a6a7fb8f7d 
aaoe,article,"Toon, Owen B.; Turco, R. P.; Jordan, J.; Goodman, J.; Ferry, G.",1989,Physical Processes in Polar Stratospheric Ice Clouds,J. Geophys. Res.,94(D9),11359–11380,10.1029/JD094iD09p11359,http://dx.doi.org/10.1029/JD094iD09p11359,,,https://catalogue.ceda.ac.uk/uuid/3e0a5f6f470c2b6b436e59a6a7fb8f7d 
aaoe,article,"Tuck, A. F.",1989,"Synoptic and Chemical Evolution of the Antarctic Vortex in Late Winter and Early Spring, 1987",J. Geophys. Res.,94(D9),11687–11737,10.1029/JD094iD09p11687,http://dx.doi.org/10.1029/JD094iD09p11687,,,https://catalogue.ceda.ac.uk/uuid/3e0a5f6f470c2b6b436e59a6a7fb8f7d 
aaoe,article,"Tuck, A. F.",1989,"Correction to “Synoptic and Chemical Evolution of the Antarctic Vortex in Late Winter and Early Spring, 1987” by A. F. Tuck",J. Geophys. Res.,94 (D14),16855–16856,10.1029/JD094iD14p16855,http://dx.doi.org/10.1029/JD094iD14p16855,,,https://catalogue.ceda.ac.uk/uuid/3e0a5f6f470c2b6b436e59a6a7fb8f7d 
aaoe,article,"Tuck, A. F.; Watson, R. T.; Condon, E. P.; Margitan, J. J.; Toon, O. B.",1989,"The Planning and Execution of ER-2 and DC-8 Aircraft Flights Over Antarctica, August and September 1987",J. Geophys. Res.,94(D9),11181-11222,10.1029/JD094iD09p11181,http://dx.doi.org/10.1029/JD094iD09p11181,,,https://catalogue.ceda.ac.uk/uuid/3e0a5f6f470c2b6b436e59a6a7fb8f7d 
aaoe,article,"Turco, Richard P.; Toon, Owen B.; Hamill, Patrick",1989,Heterogeneous Physicochemistry of the Polar Ozone Hole,J. Geophys. Res.,94 (D14),16493–16510,10.1029/JD094iD14p16493,http://dx.doi.org/10.1029/JD094iD14p16493,,,https://catalogue.ceda.ac.uk/uuid/3e0a5f6f470c2b6b436e59a6a7fb8f7d 
aaoe,article,"Wahner, A.; Jakoubek, R. O.; Mount, G. H.; Ravishankara, A. R.; Schmeltekopf, A. L.",1989,"Remote Sensing Observations of Nighttime OClO Column During the Airborne Antarctic Ozone Experiment, September 8, 1987",J. Geophys. Res.,94(D9),11405–11411,10.1029/JD094iD09p11405,http://dx.doi.org/10.1029/JD094iD09p11405,,,https://catalogue.ceda.ac.uk/uuid/3e0a5f6f470c2b6b436e59a6a7fb8f7d 
aaoe,article,"Wahner, A.; Jakoubek, R. O.; Mount, G. H.; Ravishankara, A. R.; Schmeltekopf, A. L.",1989,"Remote Sensing Observations of Daytime Column NO2 During the Airborne Antarctic Ozone Experiment, August 22 to October 2, 1987",J. Geophys. Res.,94 (D14),16619–16632,10.1029/JD094iD14p16619,http://dx.doi.org/10.1029/JD094iD14p16619,,,https://catalogue.ceda.ac.uk/uuid/3e0a5f6f470c2b6b436e59a6a7fb8f7d 
aaoe,article,"Watterson, Ian G.; Tuck, Adrian F.",1989,A Comparison of the Longitudinal Distributions of Polar Stratospheric Clouds and Temperatures for the 1987 Antarctic Spring,J. Geophys. Res.,94 (D14),16511–16525,10.1029/JD094iD14p16511,http://dx.doi.org/10.1029/JD094iD14p16511,,,https://catalogue.ceda.ac.uk/uuid/3e0a5f6f470c2b6b436e59a6a7fb8f7d 
aaoe,article,"Wilson, J. C.; Loewenstein, M.; Fahey, D. W.; Gary, B.; Smith, S. D.; Kelly, K. K.; Ferry, G. V.; Chan, K. R.",1989,Observations of Condensation Nuclei in the Airborne Antarctic Ozone Experiment: Implications for New Particle Formation and Polar Stratospheric Cloud Formation,J. Geophys. Res.,94 (D14),16437–16448,10.1029/JD094iD14p16437,http://dx.doi.org/10.1029/JD094iD14p16437,,,https://catalogue.ceda.ac.uk/uuid/3e0a5f6f470c2b6b436e59a6a7fb8f7d 
aase,misc,AASE Project Office,,"Airborne Arctic Stratospheric Expedition, 1988",,"NASA Ames Research Center, Moffett Field, CA, USA",,,,,,https://catalogue.ceda.ac.uk/uuid/19a2a820690fbc271fef38957dc3ca83
aase,article,"F. Lefèvre, D. Cariolle",1991,TOTAL OZONE MEASUREMENTS AND STRATOSPHERIC CLOUD DETECTION DURING THE AASE AND THE TECHNOPS ARCTIC BALLOON CAMPAIGN.,Geophys. Res. Lett.,18(1),33-36,10.1029/90GL02600,http://dx.doi.org/10.1029/90GL02600,,,https://catalogue.ceda.ac.uk/uuid/19a2a820690fbc271fef38957dc3ca83
aase,article,"J. Bacmeister, M. Schoeberl, L. Lait, P. Newman, B. Gary",1995,SMALL-SCALE WAVES ENCOUNTERED DURING AASE,Geophys. Res. Lett.,22(7),831–834,10.1029/95GL00393,http://dx.doi.org/10.1029/95GL00393,,,https://catalogue.ceda.ac.uk/uuid/19a2a820690fbc271fef38957dc3ca83
aase,article,"J. Bacmeister, M. Schoeberl, L. Lait, P. Newman, B. Gary",1990,SMALL-SCALE WAVES ENCOUNTERED DURING AASE,Geophys. Res. Lett.,17(4),349–352,10.1029/GL017i004p00349,http://dx.doi.org/10.1029/GL017i004p00349,,,https://catalogue.ceda.ac.uk/uuid/19a2a820690fbc271fef38957dc3ca83
aase,article,"K. Henriksen, S. Larsen, O. Shumilov, B. Thorkelsson",1994,Ozone Variations in the Scandinavian Sector of the Arctic During the AASE Campaign in 1989,Geophys. Res. Lett.,21(17),1775–1778,10.1029/94GL01069,http://dx.doi.org/10.1029/94GL01069,,,https://catalogue.ceda.ac.uk/uuid/19a2a820690fbc271fef38957dc3ca83
